county,cases,deaths
Pottawatomie,2,0
Rogers,1,0
Seminole,1,0
Sequoyah,2,1
Stephens,2,0
Texas,1,0
Tulsa,61,3
Wagoner,8,1
Washington,18,0
Benton,9,0
Clackamas,39,2
Clatsop,3,0
Columbia,1,0
Deschutes,23,0
Douglas,4,0
Grant,1,0
Hood River,2,0
Jackson,19,0
Josephine,6,0
Klamath,4,0
Lane,10,1
Lincoln,1,0
Linn,36,1
Marion,109,3
Morrow,1,0
Multnomah,91,2
Polk,13,0
Tillamook,2,0
Umatilla,4,0
Union,1,0
Wasco,3,0
Washington,154,3
Yamhill,13,1
Adams,8,0
Allegheny,265,2
Armstrong,3,0
Beaver,28,0
Berks,68,0
Blair,3,0
Bradford,3,0
Bucks,249,3
Butler,47,2
Cambria,1,0
Cameron,1,0
Carbon,9,0
Centre,22,0
Chester,137,0
Clarion,1,0
Clearfield,2,0
Columbia,6,0
Crawford,3,0
Cumberland,22,1
Dauphin,35,0
Delaware,276,4
Erie,7,0
Fayette,10,0
Franklin,11,0
Greene,6,0
Huntingdon,1,0
Indiana,2,0
Juniata,1,0
Lackawanna,56,2
Lancaster,67,2
Lawrence,8,1
Lebanon,19,0
Lehigh,151,3
Luzerne,94,2
Lycoming,3,0
McKean,1,0
Mercer,7,0
Mifflin,2,0
Monroe,135,3
Montgomery,488,5
Montour,5,0
Northampton,126,4
Northumberland,1,0
Perry,1,0
Philadelphia,865,5
Pike,33,1
Potter,2,0
Schuylkill,21,0
Snyder,2,0
Somerset,2,0
Susquehanna,1,0
Tioga,1,0
Venango,1,0
Warren,1,0
Washington,24,0
Wayne,7,0
Westmoreland,47,0
York,43,0
Unknown,127,5
Bristol,11,0
Kent,28,0
Newport,17,0
Providence,148,0
Unknown,106,3
Washington,21,0
Abbeville,4,0
Aiken,9,0
Anderson,29,0
Beaufort,50,0
Berkeley,13,0
Calhoun,2,0
Charleston,116,1
Chester,2,0
Chesterfield,4,0
Clarendon,16,1
Colleton,4,0
Darlington,10,0
Dillon,1,0
Dorchester,10,0
Edgefield,2,0
Fairfield,4,0
Florence,13,3
Georgetown,10,0
Greenville,71,1
Greenwood,3,0
Horry,31,3
Jasper,3,0
Kershaw,83,2
Lancaster,13,0
Laurens,3,0
Lee,5,0
Lexington,35,1
Marion,1,0
Marlboro,2,0
Newberry,2,0
Oconee,4,0
Orangeburg,16,0
Pickens,11,0
Richland,98,2
Saluda,1,0
Spartanburg,25,0
Sumter,30,2
Union,1,0
Williamsburg,2,0
York,36,0
Aurora,1,0
Beadle,20,0
Bon Homme,1,0
Brookings,1,0
Brown,2,0
Charles Mix,1,0
Clark,1,0
Clay,2,0
Codington,4,0
Davison,2,1
Deuel,1,0
Fall River,1,0
Faulk,1,0
Hamlin,1,0
Hughes,1,0
Hutchinson,2,0
Lawrence,3,0
Lincoln,4,0
Lyman,1,0
McCook,2,0
Meade,1,0
Minnehaha,25,0
Pennington,4,0
Roberts,1,0
Todd,1,0
Turner,1,0
Union,1,0
Yankton,4,0
Anderson,6,0
Bedford,1,0
Benton,3,0
Bledsoe,2,0
Blount,9,0
Bradley,8,0
Campbell,4,0
Cannon,2,0
Carroll,5,0
Carter,1,0
Cheatham,8,0
Chester,2,0
Claiborne,2,0
Cocke,1,0
Coffee,1,0
Cumberland,9,0
Davidson,394,2
DeKalb,3,0
Decatur,1,0
Dickson,11,0
Dyer,3,0
Fayette,10,0
Franklin,6,0
Gibson,3,0
Greene,9,0
Grundy,2,0
Hamblen,2,0
Hamilton,35,0
Hardeman,1,0
Hardin,1,0
Hawkins,2,0
Haywood,2,0
Henry,1,0
Houston,2,0
Jefferson,5,0
Johnson,2,0
Knox,38,0
Lewis,2,0
Lincoln,1,0
Loudon,8,0
Macon,3,0
Madison,3,0
Marion,5,0
Maury,8,0
McMinn,3,0
McNairy,1,0
Meigs,1,0
Monroe,3,0
Montgomery,13,0
Morgan,1,0
Obion,1,0
Overton,2,0
Perry,2,0
Putnam,17,0
Roane,2,0
Robertson,25,0
Rutherford,48,0
Scott,2,0
Sevier,6,0
Shelby,362,1
Smith,1,0
Sullivan,8,0
Sumner,93,0
Tipton,15,0
Trousdale,1,0
Unicoi,1,0
Union,1,0
Unknown,190,4
Washington,14,0
Weakley,1,0
White,1,0
Williamson,101,0
Wilson,27,0
Andrews,1,0
Angelina,3,0
Atascosa,2,0
Austin,2,0
Bastrop,5,0
Bell,28,1
Bexar,140,5
Blanco,1,0
Bowie,3,0
Brazoria,61,0
Brazos,44,2
Brown,3,0
Burleson,1,0
Burnet,1,0
Caldwell,1,0
Calhoun,3,0
Cameron,20,0
Cass,2,0
Castro,8,0
Chambers,3,0
Cherokee,2,0
Collin,134,1
Comal,9,1
Cooke,1,0
Coryell,1,0
Crane,1,0
Dallas,443,9
Dawson,1,0
DeWitt,3,0
Deaf Smith,2,0
Denton,165,2
Eastland,3,0
Ector,3,0
El Paso,40,0
Ellis,15,0
Erath,1,0
Falls,1,0
Fannin,1,0
Fayette,1,0
Fort Bend,119,1
Franklin,1,0
Gaines,1,0
Galveston,70,0
Grayson,3,0
Gregg,4,0
Grimes,2,0
Guadalupe,10,0
Hale,1,0
Hardin,9,1
Harris,526,4
Harrison,1,0
Hays,13,0
Henderson,1,0
Hidalgo,27,0
Hockley,7,0
Hood,2,0
Hopkins,1,0
Hunt,1,0
Jackson,1,0
Jefferson,16,0
Johnson,8,0
Karnes,2,0
Kaufman,2,0
Kendall,7,0
Kleberg,1,0
Lamar,3,0
Lamb,1,0
Lavaca,1,0
Liberty,2,0
Limestone,1,0
Llano,2,0
Lubbock,41,0
Lynn,1,0
Martin,1,0
Matagorda,12,1
Maverick,1,0
McLennan,36,0
Medina,3,0
Midland,11,1
Milam,2,0
Montague,1,0
Montgomery,64,0
Morris,1,0
Nacogdoches,2,0
Navarro,1,0
Nueces,21,0
Oldham,2,1
Orange,1,0
Parker,4,0
Polk,1,0
Potter,4,0
Randall,3,0
Robertson,2,0
Rockwall,4,0
Rusk,3,0
San Jacinto,1,0
San Patricio,1,0
Shelby,1,0
Smith,31,1
Starr,2,0
Swisher,1,0
Tarrant,139,1
Taylor,7,0
Terry,3,0
Tom Green,3,0
Travis,179,1
Upshur,1,0
Uvalde,2,0
Val Verde,5,0
Van Zandt,1,1
Victoria,3,0
Walker,3,0
Waller,3,0
Washington,5,0
Webb,30,0
Wharton,6,0
Wichita,28,0
Willacy,2,0
Williamson,37,1
Wilson,2,0
Yoakum,1,0
Young,1,0
Box Elder,4,0
Cache,5,0
Davis,69,1
Garfield,1,0
Iron,4,0
Morgan,2,0
Salt Lake,324,0
San Juan,4,0
Summit,159,0
Tooele,9,0
Uintah,1,0
Unknown,1,1
Utah,51,0
Wasatch,40,0
Washington,8,0
Weber,37,0
Addison,17,0
Bennington,16,0
Caledonia,2,0
Chittenden,117,6
Franklin,9,0
Lamoille,12,0
Orange,3,0
Orleans,5,0
Rutland,6,0
Unknown,23,5
Washington,12,0
Windham,11,0
Windsor,18,1
Unknown,23,0
Accomack,3,0
Albemarle,17,0
Alexandria city,25,0
Alleghany,1,0
Amelia,1,0
Amherst,2,0
Arlington,84,2
Bedford,2,0
Botetourt,2,0
Bristol city,1,0
Charles City,1,0
Charlottesville city,12,0
Chesapeake city,15,0
Chesterfield,13,0
Culpeper,2,0
Danville city,4,0
Fairfax,187,1
Fairfax city,1,0
Fauquier,6,0
Fluvanna,3,0
Franklin,5,0
Frederick,8,0
Fredericksburg city,1,0
Galax city,1,0
Gloucester,6,0
Goochland,6,0
Greene,1,0
Greensville,1,0
Halifax,1,0
Hampton city,7,0
Hanover,4,0
Harrisonburg city,5,0
Henrico,40,3
Hopewell city,1,0
Isle of Wight,3,0
James City,70,3
King George,2,0
Lancaster,1,0
Lee,2,0
Loudoun,61,0
Louisa,7,0
Lynchburg city,3,0
Madison,3,0
Manassas Park city,1,0
Manassas city,5,0
Mathews,2,0
Mecklenburg,4,0
Montgomery,1,0
Nelson,2,0
New Kent,1,0
Newport News city,17,1
Norfolk city,14,0
Northampton,1,0
Northumberland,2,0
Nottoway,1,0
Orange,1,0
Pittsylvania,1,0
Poquoson city,2,0
Portsmouth city,4,0
Powhatan,1,0
Prince Edward,2,0
Prince George,4,0
Prince William,72,0
Radford city,1,0
Richmond city,25,0
Roanoke,2,0
Roanoke city,1,0
Rockbridge,2,0
Rockingham,4,0
Shenandoah,4,0
Southampton,1,0
Spotsylvania,5,0
Stafford,13,0
Suffolk city,1,0
Tazewell,1,0
Virginia Beach city,49,0
Warren,2,0
Washington,2,0
Williamsburg city,7,1
Winchester city,1,0
Wythe,1,0
York,9,0
Adams,7,0
Benton,101,5
Chelan,15,2
Clallam,6,0
Clark,90,6
Columbia,1,0
Cowlitz,13,0
Douglas,5,0
Ferry,1,0
Franklin,32,0
Grant,58,1
Grays Harbor,1,0
Island,95,1
Jefferson,14,0
King,2163,146
Kitsap,56,1
Kittitas,8,0
Klickitat,7,1
Lewis,10,0
Lincoln,1,0
Mason,2,0
Okanogan,3,0
Pierce,317,6
San Juan,4,0
Skagit,101,3
Skamania,1,0
Snohomish,1067,23
Spokane,140,4
Stevens,3,0
Thurston,36,0
Walla Walla,7,0
Whatcom,116,7
Whitman,6,0
Yakima,147,3
Berkeley,10,0
Cabell,1,0
Greenbrier,2,0
Hancock,3,0
Harrison,7,0
Jackson,8,0
Jefferson,5,0
Kanawha,19,0
Logan,1,0
Marion,5,1
Marshall,4,0
Mason,3,0
Mercer,2,0
Monongalia,30,0
Morgan,1,0
Ohio,7,0
Pleasants,1,0
Preston,1,0
Putnam,3,0
Raleigh,4,0
Tucker,2,0
Upshur,1,0
Wetzel,1,0
Wirt,1,0
Wood,2,0
Bayfield,2,0
Brown,6,0
Calumet,1,0
Chippewa,4,0
Clark,3,0
Columbia,9,0
Dane,179,1
Dodge,8,0
Douglas,6,0
Dunn,3,0
Eau Claire,10,0
Fond du Lac,20,1
Grant,1,0
Green,4,0
Iowa,3,0
Iron,1,1
Jefferson,8,0
Juneau,3,0
Kenosha,30,0
La Crosse,15,0
Marathon,1,0
Marinette,1,0
Milwaukee,565,9
Monroe,1,0
Oneida,1,0
Outagamie,6,0
Ozaukee,34,3
Pierce,4,0
Portage,1,0
Racine,17,0
Richland,2,0
Rock,14,0
Sauk,12,1
Sheboygan,8,0
St. Croix,4,0
Vilas,2,0
Walworth,6,0
Washington,31,0
Waukesha,83,0
Waupaca,1,1
Winnebago,8,0
Wood,2,0
Albany,1,0
Campbell,1,0
Carbon,3,0
Converse,1,0
Fremont,23,0
Goshen,1,0
Hot Springs,1,0
Johnson,5,0
Laramie,19,0
Natrona,9,0
Park,1,0
Sheridan,6,0
Sublette,1,0
Sweetwater,1,0
Teton,14,0
Washakie,1,0
Autauga,7,0
Baldwin,18,0
Bibb,2,0
Blount,5,0
Bullock,3,0
Butler,1,0
Calhoun,9,0
Chambers,36,4
Cherokee,2,0
Chilton,10,0
Choctaw,2,0
Clay,2,0
Cleburne,5,0
Colbert,4,0
Coosa,4,0
Covington,2,0
Crenshaw,1,0
Cullman,8,0
Dallas,2,0
DeKalb,4,0
Elmore,13,0
Escambia,1,0
Etowah,6,0
Fayette,1,0
Franklin,3,0
Greene,3,0
Hale,1,0
Houston,9,0
Jackson,7,1
Jefferson,257,0
Lamar,1,0
Lauderdale,12,1
Lawrence,3,0
Lee,74,2
Limestone,20,0
Lowndes,1,0
Macon,1,0
Madison,96,1
Marengo,4,0
Marion,9,0
Marshall,7,0
Mobile,45,1
Monroe,1,0
Montgomery,29,0
Morgan,19,0
Pickens,3,0
Pike,4,0
Randolph,2,0
Russell,1,0
Shelby,88,0
St. Clair,14,0
Sumter,1,0
Talladega,6,0
Tallapoosa,12,1
Tuscaloosa,28,0
Walker,31,0
Washington,3,0
Wilcox,2,0
Winston,2,0
Anchorage,61,2
Fairbanks North Star Borough,31,0
Juneau City and Borough,5,0
Kenai Peninsula Borough,7,0
Ketchikan Gateway Borough,13,0
Matanuska-Susitna Borough,3,0
Apache,17,0
Cochise,4,0
Coconino,73,3
Gila,1,0
Graham,2,0
Greenlee,1,0
La Paz,2,0
Maricopa,690,5
Mohave,7,0
Navajo,88,0
Pima,187,6
Pinal,64,0
Santa Cruz,2,0
Yavapai,19,0
Yuma,12,0
Arkansas,2,0
Ashley,1,0
Baxter,2,0
Benton,38,0
Boone,1,0
Bradley,4,0
Chicot,2,0
Clark,24,0
Cleburne,58,2
Cleveland,5,0
Columbia,2,0
Conway,2,1
Craighead,8,0
Crawford,2,0
Crittenden,17,0
Cross,2,0
Desha,2,0
Drew,2,0
Faulkner,36,0
Garland,31,0
Grant,3,0
Greene,4,0
Hempstead,1,0
Hot Spring,4,0
Howard,3,0
Independence,3,0
Jefferson,33,0
Johnson,3,0
Lawrence,1,0
Lincoln,6,0
Lonoke,4,0
Nevada,1,0
Newton,1,0
Perry,1,0
Pike,2,0
Poinsett,5,0
Polk,2,0
Pope,5,0
Pulaski,99,3
Randolph,2,0
Saline,8,0
Searcy,4,0
Sebastian,6,0
Sevier,2,0
St. Francis,1,0
Stone,5,0
Union,8,0
Unknown,61,4
Van Buren,20,1
Washington,18,0
White,9,0
Woodruff,1,0
Alameda,304,7
Alpine,1,0
Amador,1,0
Butte,8,0
Calaveras,3,0
Colusa,1,0
Contra Costa,187,3
El Dorado,15,0
Fresno,53,0
Glenn,2,0
Humboldt,21,0
Imperial,33,0
Inyo,8,0
Kern,76,1
Kings,3,0
Los Angeles,2474,44
Madera,21,1
Marin,99,1
Mendocino,4,0
Merced,9,0
Mono,13,0
Monterey,36,1
Napa,15,0
Nevada,18,0
Orange,464,4
Placer,57,2
Riverside,291,9
Sacramento,224,7
San Benito,17,1
San Bernardino,111,3
San Diego,603,7
San Francisco,374,6
San Joaquin,136,6
San Luis Obispo,77,0
San Mateo,309,6
Santa Barbara,88,0
Santa Clara,848,29
Santa Cruz,45,1
Shasta,6,1
Siskiyou,3,0
Solano,48,0
Sonoma,73,1
Stanislaus,33,0
Sutter,9,0
Tulare,43,1
Tuolumne,1,0
Unknown,1,0
Ventura,126,4
Yolo,24,1
Yuba,6,0
Adams,153,0
Alamosa,1,0
Arapahoe,308,0
Archuleta,1,0
Baca,1,0
Boulder,100,1
Broomfield,18,0
Chaffee,15,1
Clear Creek,3,0
Costilla,3,0
Crowley,1,1
Delta,1,0
Denver,465,6
Douglas,121,0
Eagle,213,4
El Paso,245,11
Elbert,4,0
Fremont,2,0
Garfield,31,1
Grand,4,0
Gunnison,80,1
Hinsdale,1,0
Huerfano,1,0
Jefferson,253,5
Kit Carson,1,0
La Plata,21,0
Larimer,92,4
Lincoln,1,0
Logan,5,0
Mesa,12,0
Mineral,1,0
Moffat,4,0
Montezuma,1,0
Montrose,10,0
Morgan,4,0
Otero,3,0
Park,4,0
Phillips,1,0
Pitkin,29,2
Pueblo,21,2
Rio Grande,4,0
Routt,16,0
San Miguel,1,0
Summit,14,0
Teller,8,1
Unknown,160,0
Washington,1,0
Weld,215,10
Yuma,2,0
Fairfield,1445,21
Hartford,330,3
Litchfield,113,1
Middlesex,50,1
New Haven,373,6
New London,24,0
Tolland,50,4
Unknown,176,0
Windham,10,0
Kent,27,2
New Castle,156,3
Sussex,81,2
District of Columbia,495,9
Alachua,80,0
Baker,8,0
Bay,6,0
Bradford,2,0
Brevard,32,0
Broward,1137,12
Charlotte,20,0
Citrus,17,2
Clay,34,5
Collier,127,1
Columbia,3,0
DeSoto,7,2
Duval,163,4
Escambia,81,0
Flagler,15,0
Gadsden,1,0
Glades,3,0
Hendry,3,0
Hernando,21,0
Highlands,14,1
Hillsborough,272,2
Holmes,1,0
Indian River,25,0
Jackson,2,0
Lake,50,0
Lee,170,6
Leon,21,0
Levy,2,0
Manatee,42,1
Marion,23,0
Martin,27,0
Miami-Dade,1700,4
Monroe,26,0
Nassau,7,0
Okaloosa,35,1
Orange,299,4
Osceola,94,1
Palm Beach,462,10
Pasco,38,2
Pinellas,129,5
Polk,63,0
Putnam,13,0
Santa Rosa,36,2
Sarasota,67,2
Seminole,88,0
St. Johns,61,2
St. Lucie,31,2
Sumter,47,0
Suwannee,3,0
Unknown,1,0
Volusia,69,1
Wakulla,1,0
Walton,16,0
Washington,1,0
Appling,2,0
Bacon,1,0
Baker,1,1
Baldwin,3,1
Banks,1,0
Barrow,9,2
Bartow,125,1
Ben Hill,3,0
Berrien,1,0
Bibb,16,0
Bleckley,1,0
Brooks,1,0
Bryan,7,0
Bulloch,1,0
Burke,4,0
Butts,6,0
Calhoun,6,0
Camden,4,0
Candler,1,0
Carroll,97,1
Catoosa,3,0
Charlton,1,0
Chatham,19,2
Chattahoochee,1,0
Chattooga,3,0
Cherokee,69,1
Clarke,47,5
Clay,1,0
Clayton,62,2
Clinch,1,0
Cobb,250,11
Coffee,10,0
Colquitt,7,0
Columbia,14,0
Cook,1,0
Coweta,37,2
Crisp,8,0
Dade,1,0
Dawson,7,0
DeKalb,294,3
Decatur,6,0
Dodge,2,0
Dooly,3,0
Dougherty,278,18
Douglas,43,1
Early,20,2
Effingham,4,0
Fannin,3,0
Fayette,42,3
Floyd,31,2
Forsyth,36,1
Franklin,4,0
Fulton,503,16
Gilmer,1,0
Glynn,17,0
Gordon,15,1
Greene,3,0
Gwinnett,178,2
Hall,34,0
Haralson,4,0
Harris,4,0
Hart,2,0
Heard,1,1
Henry,68,2
Houston,26,2
Irwin,3,0
Jackson,2,0
Jasper,2,0
Jeff Davis,1,0
Jefferson,1,0
Jenkins,1,0
Johnson,1,0
Jones,2,0
Lamar,3,0
Laurens,13,0
Lee,44,6
Liberty,4,0
Lincoln,4,0
Long,1,0
Lowndes,21,1
Lumpkin,4,0
Macon,1,0
Madison,3,1
McDuffie,2,0
McIntosh,1,0
Meriwether,6,0
Miller,5,0
Mitchell,16,1
Monroe,3,0
Morgan,1,0
Murray,4,0
Muscogee,14,0
Newton,22,0
Oconee,12,0
Paulding,26,0
Peach,7,1
Pickens,6,1
Pierce,2,0
Pike,2,0
Polk,14,0
Pulaski,3,0
Randolph,3,0
Richmond,17,0
Rockdale,29,2
Schley,1,0
Seminole,7,0
Spalding,14,0
Stephens,3,0
Sumter,17,2
Talbot,1,0
Tattnall,2,0
Taylor,2,0
Terrell,20,2
Thomas,7,0
Tift,19,0
Toombs,2,0
Troup,15,1
Turner,3,0
Twiggs,2,0
Unknown,114,2
Upson,5,0
Walton,5,0
Ware,5,0
Warren,2,0
Washington,2,0
Wheeler,1,0
White,1,0
Whitfield,8,1
Wilkes,2,0
Worth,12,1
Unknown,60,1
Hawaii,15,0
Honolulu,139,0
Kauai,12,0
Maui,25,0
Unknown,8,0
Ada,151,3
Bannock,3,0
Bingham,1,0
Blaine,148,2
Bonner,1,0
Bonneville,2,0
Canyon,48,1
Cassia,1,0
Custer,1,0
Elmore,1,0
Fremont,1,0
Gem,3,0
Idaho,1,0
Jefferson,2,0
Jerome,1,0
Kootenai,28,0
Lincoln,1,0
Madison,2,0
Minidoka,1,0
Nez Perce,7,1
Owyhee,1,0
Payette,1,0
Teton,2,0
Twin Falls,5,0
Valley,2,0
Adams,2,0
Bond,2,0
Bureau,1,0
Carroll,1,1
Champaign,23,0
Christian,19,0
Clark,1,0
Clinton,6,0
Cook,3727,44
Crawford,1,0
Cumberland,1,0
DeKalb,8,0
Douglas,1,0
DuPage,320,8
Fayette,1,0
Franklin,1,0
Grundy,3,0
Henry,2,0
Iroquois,2,0
Jackson,4,0
Jo Daviess,1,0
Kane,113,7
Kankakee,38,0
Kendall,18,2
Knox,1,0
LaSalle,5,2
Lake,343,5
Livingston,2,0
Macon,2,0
Madison,13,0
Marion,2,0
Marshall,1,0
McHenry,52,2
McLean,17,1
Menard,1,0
Monroe,3,0
Montgomery,1,0
Morgan,4,1
Peoria,8,0
Randolph,2,0
Rock Island,8,0
Saline,1,0
Sangamon,16,2
St. Clair,36,3
Stephenson,3,0
Tazewell,4,0
Unknown,58,0
Washington,1,0
Whiteside,4,0
Will,224,6
Williamson,1,0
Winnebago,13,0
Woodford,3,0
Adams,1,0
Allen,30,1
Bartholomew,10,0
Boone,20,0
Brown,3,0
Carroll,2,0
Clark,27,0
Clay,1,0
Clinton,1,0
Crawford,1,0
DeKalb,1,0
Dearborn,10,1
Decatur,42,0
Delaware,15,1
Dubois,2,0
Elkhart,12,0
Fayette,8,1
Floyd,20,0
Fountain,1,0
Franklin,28,4
Fulton,1,0
Gibson,4,0
Grant,7,0
Greene,1,0
Hamilton,106,0
Hancock,28,1
Harrison,15,0
Hendricks,58,1
Henry,2,0
Howard,14,1
Huntington,2,0
Jackson,8,0
Jasper,6,1
Jennings,14,0
Johnson,81,3
Knox,2,0
Kosciusko,4,0
LaGrange,2,0
LaPorte,6,0
Lake,97,1
Lawrence,9,0
Madison,29,1
Marion,804,12
Marshall,3,0
Miami,3,0
Monroe,26,0
Montgomery,6,0
Morgan,23,1
Newton,1,0
Noble,2,0
Ohio,1,0
Orange,2,0
Owen,10,0
Porter,15,0
Posey,3,0
Putnam,7,1
Randolph,1,0
Ripley,25,0
Rush,4,0
Scott,1,1
Shelby,13,0
St. Joseph,36,1
Starke,1,0
Steuben,1,0
Sullivan,1,0
Switzerland,3,0
Tippecanoe,14,1
Tipton,4,0
Vanderburgh,17,0
Vermillion,1,0
Vigo,7,1
Wabash,1,0
Warren,2,0
Warrick,8,0
Washington,6,0
Wayne,1,0
Wells,1,0
White,2,0
Whitley,1,0
Adair,1,0
Allamakee,7,1
Appanoose,1,0
Audubon,1,0
Benton,7,0
Black Hawk,6,0
Boone,1,0
Buchanan,2,0
Butler,1,0
Carroll,1,0
Cedar,8,0
Cerro Gordo,7,0
Clayton,1,0
Clinton,2,0
Crawford,1,0
Dallas,21,0
Des Moines,1,0
Dickinson,1,0
Dubuque,21,1
Fayette,2,0
Guthrie,1,0
Hancock,3,0
Hardin,1,0
Harrison,8,0
Henry,3,0
Iowa,3,0
Jackson,1,0
Jasper,5,0
Johnson,70,0
Jones,1,0
Keokuk,1,0
Kossuth,1,0
Linn,71,2
Mahaska,2,0
Marshall,6,0
Monona,5,0
Montgomery,1,0
Muscatine,13,0
Page,2,0
Polk,61,0
Pottawattamie,3,0
Poweshiek,5,1
Scott,16,0
Shelby,3,0
Sioux,2,0
Story,2,0
Tama,10,0
Taylor,1,0
Van Buren,1,0
Wapello,1,0
Warren,1,0
Washington,18,1
Webster,1,0
Winneshiek,3,0
Woodbury,4,0
Wright,1,0
Atchison,1,0
Bourbon,3,0
Butler,3,0
Cherokee,2,0
Clay,1,0
Coffey,10,0
Crawford,5,1
Doniphan,1,0
Douglas,23,0
Finney,1,0
Ford,1,0
Franklin,6,0
Gove,1,0
Harvey,1,0
Jackson,1,0
Jefferson,1,0
Johnson,116,2
Leavenworth,20,0
Linn,5,0
Lyon,9,0
McPherson,3,0
Miami,1,0
Mitchell,3,0
Montgomery,4,0
Morris,2,0
Neosho,1,0
Osage,2,0
Ottawa,1,0
Pottawatomie,1,0
Reno,7,0
Riley,2,0
Saline,1,0
Sedgwick,49,1
Shawnee,14,1
Stafford,1,0
Stevens,2,0
Sumner,1,0
Woodson,1,0
Wyandotte,67,4
Allen,1,0
Anderson,2,1
Boone,5,0
Bourbon,2,1
Boyd,4,0
Boyle,1,0
Bracken,1,0
Breathitt,2,0
Breckinridge,2,0
Bullitt,5,0
Butler,1,0
Calloway,3,0
Campbell,5,0
Carroll,1,0
Christian,7,0
Clark,7,0
Daviess,20,0
Fayette,83,1
Floyd,1,0
Franklin,3,0
Grant,1,0
Grayson,2,0
Hardin,5,0
Harrison,11,0
Henderson,5,0
Hopkins,11,1
Jefferson,125,4
Jessamine,11,0
Kenton,20,2
Larue,1,0
Laurel,1,0
Lewis,1,0
Logan,2,0
Lyon,1,0
Madison,7,0
Marion,1,0
Marshall,1,0
Martin,1,0
Mason,1,0
McCracken,5,0
McCreary,1,0
Menifee,2,0
Mercer,2,0
Montgomery,2,0
Muhlenberg,2,0
Nelson,3,0
Nicholas,1,0
Oldham,3,0
Pulaski,7,0
Scott,6,0
Shelby,1,0
Simpson,2,1
Spencer,1,0
Taylor,2,0
Union,1,0
Unknown,59,0
Warren,11,0
Washington,2,0
Wayne,1,0
Webster,1,0
Woodford,5,0
Acadia,11,1
Allen,11,1
Ascension,153,5
Assumption,17,0
Avoyelles,14,0
Beauregard,5,0
Bienville,5,1
Bossier,57,0
Caddo,222,5
Calcasieu,42,1
Caldwell,1,0
Catahoula,3,1
Claiborne,4,0
De Soto,28,1
East Baton Rouge,188,9
East Carroll,1,0
East Feliciana,8,0
Evangeline,8,0
Franklin,5,0
Grant,2,0
Iberia,18,0
Iberville,28,2
Jackson,2,0
Jefferson,838,37
Jefferson Davis,3,0
LaSalle,2,0
Lafayette,82,1
Lafourche,51,2
Lincoln,8,0
Livingston,16,0
Madison,1,0
Morehouse,2,0
Natchitoches,2,0
Orleans,1480,86
Ouachita,44,1
Plaquemines,22,2
Pointe Coupee,2,0
Rapides,44,1
Red River,1,0
Richland,2,0
Sabine,1,0
St. Bernard,53,2
St. Charles,36,3
St. James,65,3
St. John the Baptist,75,8
St. Landry,15,1
St. Martin,20,3
St. Mary,10,0
St. Tammany,186,4
Tangipahoa,18,0
Terrebonne,34,1
Union,9,0
Unknown,14,1
Vermilion,3,1
Vernon,3,0
Washington,22,1
Webster,11,1
West Baton Rouge,12,1
West Feliciana,4,0
Winn,1,0
Androscoggin,8,0
Cumberland,154,3
Franklin,2,0
Kennebec,10,0
Knox,4,0
Lincoln,8,0
Oxford,9,0
Penobscot,12,0
Sagadahoc,7,0
Somerset,1,0
Unknown,5,1
Waldo,2,0
York,53,0
Anne Arundel,110,1
Baltimore,186,1
Baltimore city,152,2
Calvert,12,0
Caroline,4,0
Carroll,83,1
Cecil,13,0
Charles,33,1
Frederick,26,0
Garrett,3,0
Harford,24,0
Howard,96,1
Kent,3,0
Montgomery,341,1
Prince George's,294,6
Queen Anne's,4,0
Somerset,1,0
St. Mary's,9,0
Talbot,4,0
Washington,7,0
Wicomico,7,1
Worcester,3,0
Barnstable,173,2
Berkshire,162,5
Bristol,263,2
Dukes,1,0
Essex,653,6
Franklin,49,2
Hampden,255,10
Hampshire,46,0
Middlesex,1141,9
Nantucket,5,0
Norfolk,628,10
Plymouth,380,0
Suffolk,1115,6
Unknown,491,4
Worcester,390,5
Allegan,2,0
Antrim,2,0
Barry,1,0
Bay,9,0
Berrien,32,1
Calhoun,17,0
Cass,4,0
Charlevoix,4,0
Cheboygan,1,0
Chippewa,1,0
Clare,1,0
Clinton,19,0
Crawford,1,0
Delta,1,0
Eaton,15,0
Emmet,4,0
Genesee,150,7
Gladwin,3,0
Gogebic,1,1
Grand Traverse,7,0
Gratiot,3,0
Hillsdale,12,1
Houghton,1,0
Huron,3,0
Ingham,73,0
Ionia,4,0
Iosco,1,0
Isabella,5,1
Jackson,37,1
Kalamazoo,24,1
Kalkaska,5,1
Kent,96,1
Lapeer,6,0
Leelanau,1,0
Lenawee,15,0
Livingston,64,2
Macomb,728,27
Manistee,1,0
Marquette,3,0
Mecosta,2,1
Midland,9,0
Missaukee,1,1
Monroe,45,0
Montcalm,4,0
Muskegon,18,2
Newaygo,1,0
Oakland,1391,59
Oceana,2,0
Ogemaw,4,0
Osceola,2,0
Otsego,17,0
Ottawa,28,0
Roscommon,1,0
Saginaw,36,0
Sanilac,5,0
Shiawassee,8,0
St. Clair,25,0
St. Joseph,3,0
Tuscola,5,1
Unknown,78,0
Van Buren,4,0
Washtenaw,266,6
Wayne,3195,83
Wexford,2,0
Anoka,22,0
Beltrami,3,0
Benton,1,0
Big Stone,1,0
Blue Earth,9,0
Carver,10,0
Cass,1,0
Chisago,3,0
Clay,4,0
Clearwater,2,0
